id,household_member_count,g_of_biscuit,unit_of_eggs,g_fruit/vege,g_of_rice,unit_of_canned,sachets_of_beverage,unit_of_instant,unit_of_bread,days_to_consume
2498,3,6065,391,52180,16029,148,243,170,248,81
2499,3,4299,257,33712,10052,98,159,112,148,53
2500,3,5322,315,41441,13706,123,192,130,178,64
2501,8,8288,498,64459,21936,202,296,196,270,37
2502,8,5953,368,48097,12038,144,224,168,216,28
2503,9,2142,144,18545,6476,54,90,59,98,10
2504,1,1369,74,9924,1630,27,47,39,42,47
2505,9,20566,1314,170424,56122,522,792,534,796,88
2506,5,10455,689,89237,28710,279,410,278,416,82
2507,3,6446,405,54107,15208,153,252,183,254,84
2508,7,16274,1093,138878,50975,449,644,407,654,92
2509,4,5181,337,44191,13739,137,200,137,196,50
2510,9,902,58,7480,1819,22,36,27,36,4
2511,7,19094,1147,147804,50036,461,686,454,632,98
2512,6,5110,331,43256,14537,127,204,137,208,34
2513,1,1058,78,10215,2555,31,47,35,52,47
2514,5,3773,224,28734,7693,89,135,98,122,27
2515,9,5716,356,46197,14876,140,216,147,208,24
2516,3,2225,158,20462,5435,65,93,68,100,31
2517,4,3389,258,33533,10316,98,160,112,186,40
2518,1,1340,97,12460,4037,39,58,40,62,58
2519,3,1836,97,12481,5667,37,60,34,50,20
2520,8,16530,1151,147831,52910,455,696,449,752,87
2521,5,9067,623,80388,26248,243,380,258,408,76
2522,8,4669,289,37284,12350,121,168,111,156,21
2523,2,1719,113,15153,3961,43,70,52,74,35
2524,2,4208,242,31454,11141,92,150,98,138,75
2525,8,7899,529,67790,24017,209,320,208,332,40
2526,7,9123,526,67070,22918,211,315,206,280,45
2527,7,12949,853,108369,40597,342,511,320,520,73
2528,8,16558,1052,135676,43094,420,632,432,620,79
2529,6,6424,413,52994,15917,167,246,171,240,41
2530,9,16237,1022,133093,40906,401,621,430,608,69
2531,2,4917,311,40743,13454,117,194,132,194,97
2532,8,2609,164,20733,6666,68,96,64,90,12
2533,7,7753,472,60409,19960,192,280,186,262,40
2534,2,1966,130,16724,6315,54,76,47,74,38
2535,5,5143,299,39505,12332,114,185,128,172,37
2536,3,5306,366,48298,13697,147,219,157,230,73
2537,2,4427,292,37230,11724,122,170,115,164,85
2538,5,662,37,4994,1450,12,25,18,24,5
2539,8,2515,184,22900,9546,80,104,60,112,13
2540,4,7623,463,60249,20006,175,288,195,276,72
2541,8,14412,930,119250,40113,378,552,365,548,69
2542,1,791,42,5009,3185,19,23,8,14,23
2543,6,3939,247,32076,9145,97,150,108,146,25
2544,4,4587,268,33922,11174,108,160,107,142,40
2545,1,1009,64,8734,2335,20,44,33,50,44
2546,2,3575,231,30510,9028,89,142,100,146,71
2547,1,808,39,5070,1492,15,24,17,18,24
2548,5,9224,601,77592,24892,241,360,243,366,72
2549,3,3484,223,29138,9844,88,135,89,134,45
2550,2,3070,170,22245,7987,66,104,68,90,52
2551,6,12016,726,92566,32131,300,426,276,386,71
2552,3,1487,100,13033,3364,40,60,44,60,20
2553,5,4766,326,42629,12553,131,195,136,206,39
2554,2,3037,220,28419,9638,90,130,86,146,65
2555,2,667,33,4044,1251,13,20,14,14,10
2556,6,13174,880,112519,41576,358,522,329,534,87
2557,3,2715,147,18925,5909,57,90,62,76,30
2558,1,1268,85,11290,3437,33,52,36,56,52
2559,6,4853,354,45888,15482,144,210,139,230,35
2560,8,13468,940,120719,40579,380,560,371,594,70
2561,4,2990,237,29963,11385,101,136,84,156,34
2562,6,5449,336,43903,13909,126,210,146,208,35
2563,8,15818,993,127084,45388,401,592,381,572,74
2564,5,5881,454,57687,22390,184,270,166,316,54
2565,6,6644,407,52828,17259,161,246,166,234,41
2566,5,951,61,8196,2291,21,40,29,44,8
2567,5,10170,627,80866,27477,252,375,247,356,75
2568,3,3108,233,30421,11208,98,135,84,150,45
2569,3,2413,154,19619,6760,61,93,61,92,31
2570,7,5296,329,42624,12038,126,203,146,202,29
2571,2,2534,176,23023,7852,68,108,71,116,54
2572,4,2784,189,24398,7947,73,116,79,122,29
2573,6,9908,662,85717,28687,266,396,263,406,66
2574,9,19072,1231,157169,56842,502,729,463,724,81
2575,9,9690,597,76747,27781,237,360,230,346,40
2576,5,1077,66,8624,3489,26,40,24,38,8
2577,9,16212,1059,136690,43681,429,630,427,626,70
2578,6,2673,173,22347,8420,71,102,64,100,17
2579,6,13335,936,120519,43854,384,552,350,586,92
2580,5,10750,673,86760,29200,268,405,269,390,81
2581,7,467,36,4295,2261,15,21,10,24,3
2582,1,1395,87,11324,4174,33,54,35,52,54
2583,2,1852,110,13801,4205,44,66,45,58,33
2584,1,1921,112,14664,3300,45,67,52,62,67
2585,5,10604,665,85887,30045,265,400,261,388,80
2586,3,3751,227,30097,9396,86,141,98,136,47
2587,9,21050,1374,177945,60802,546,828,546,848,92
2588,7,17251,1120,145982,47750,434,686,465,700,98
2589,1,560,40,5240,1714,17,23,15,24,23
2590,6,6426,377,48794,15308,149,228,157,206,38
2591,9,10807,671,85507,30485,275,396,254,372,44
2592,5,5323,337,43590,12930,132,205,145,202,41
2593,1,242,13,1744,683,4,9,6,8,9
2594,8,19490,1298,166929,62226,530,768,481,780,96
2595,7,2828,171,22470,7536,66,105,71,102,15
2596,8,5726,404,53179,17692,156,248,168,270,31
2597,8,4044,261,32480,14731,109,152,83,148,19
2598,7,15318,1005,131202,42854,396,609,410,626,87
2599,7,6910,475,61368,23915,195,280,171,288,40
2600,5,9919,696,90822,29045,266,430,295,474,86
2601,3,1476,112,14435,4709,46,66,44,74,22
2602,1,1000,67,8678,3521,24,43,27,46,43
2603,4,103,11,1536,189,3,8,7,12,2
2604,5,12254,713,93088,28088,278,435,304,400,87
2605,9,16879,1129,147172,46761,454,675,461,692,75
2606,7,2854,193,24145,10672,81,112,62,112,16
2607,1,883,56,7189,2375,20,36,25,38,36
2608,5,7120,459,59422,20076,184,275,182,272,55
2609,9,2770,182,23653,7831,74,108,72,108,12
2610,9,7090,448,57990,20338,178,270,176,268,30
2611,3,1038,92,11439,5329,41,51,26,60,17
2612,5,12331,797,104018,29219,312,485,350,496,97
2613,8,5681,359,45917,15924,143,216,142,212,27
2614,4,5624,410,52875,18206,170,240,156,260,60
2615,5,6645,434,55768,20259,179,255,162,252,51
2616,5,12301,746,96513,33051,301,445,292,416,89
2617,8,8352,564,73181,24944,228,336,222,344,42
2618,9,19618,1189,154460,48520,478,711,486,662,79
2619,4,7116,490,63433,22771,198,292,186,308,73
2620,5,4526,286,35611,14393,116,170,101,164,34
2621,6,654,38,5060,1209,14,24,18,22,4
2622,4,2066,126,16547,4268,50,76,56,72,19
2623,5,7057,483,61648,23000,203,280,173,286,56
2624,9,2984,245,31448,10019,101,144,97,172,16
2625,8,3872,235,30144,10652,91,144,93,134,18
2626,4,7431,425,55758,18008,169,256,174,224,64
2627,2,2298,152,20131,4981,58,94,71,100,47
2628,8,10778,642,82758,29015,258,384,249,348,48
2629,4,8138,479,61264,23413,195,284,175,250,71
2630,7,14297,911,118515,37552,365,546,373,534,78
2631,4,2827,147,19413,5173,55,92,67,74,23
2632,1,1603,87,11357,3541,33,54,38,44,54
2633,4,4881,291,37223,10142,119,172,124,154,43
2634,4,5361,334,43680,13813,130,204,140,198,51
2635,2,2179,120,15538,6099,48,72,44,60,36
2636,7,14164,933,119482,40539,380,553,363,558,79
2637,1,1164,63,7994,2796,25,38,25,30,38
2638,6,8883,539,69596,21804,215,324,223,306,54
2639,4,6306,401,52464,17396,157,244,163,242,61
2640,3,721,58,7152,2724,25,33,20,38,11
2641,5,3761,258,33620,10417,98,160,111,176,32
2642,5,2002,119,15574,5121,44,75,51,72,15
2643,7,11803,794,103619,34968,311,483,322,506,69
2644,3,1872,126,16285,4563,51,75,54,80,25
2645,6,8997,557,71701,23923,221,336,225,318,56
2646,3,6860,476,62271,19250,188,288,199,312,96
2647,8,19963,1274,164094,56021,506,768,505,762,96
2648,2,2871,197,25399,7550,83,114,79,114,57
2649,7,10332,683,88081,29026,277,406,269,412,58
2650,5,11169,767,100370,31533,302,465,321,496,93
2651,8,6364,418,53266,21699,170,248,148,250,31
2652,2,3774,269,34998,12125,105,164,108,176,82
2653,6,10630,666,86459,26262,264,402,280,388,67
2654,6,6359,422,54530,17500,170,252,170,254,42
2655,6,5878,412,52526,17105,166,246,164,266,41
2656,7,10137,695,89354,32704,275,420,267,446,60
2657,9,19869,1321,171125,56013,529,792,534,810,88
2658,5,4022,279,36975,11371,104,175,123,196,35
2659,4,9904,636,81525,31387,260,376,232,366,94
2660,3,5791,405,52906,15368,162,243,172,258,81
2661,7,6604,431,55480,20737,179,252,158,248,36
2662,7,17039,1164,148082,53348,478,686,436,712,98
2663,6,690,50,6257,2051,20,30,20,34,5
2664,4,9937,669,84766,33894,285,384,226,380,96
2665,2,5572,324,41305,14982,134,190,122,164,95
2666,2,4657,321,41060,15117,127,194,123,206,97
2667,5,4969,331,41948,15202,141,190,118,190,38
2668,6,8150,489,63275,18433,195,294,209,276,49
2669,9,3615,251,33175,11026,98,153,102,166,17
2670,8,1023,68,8715,3448,28,40,24,40,5
2671,7,5653,368,47636,15895,144,224,149,230,32
2672,9,16741,1082,139226,47978,425,657,431,666,73
2673,4,10007,677,86219,30288,281,396,256,404,99
2674,8,5439,320,42181,13540,120,200,139,190,25
2675,6,4224,321,40945,15146,135,186,116,208,31
2676,8,10234,681,88127,27795,273,408,277,414,51
2677,2,5214,343,43261,15094,145,198,127,192,99
2678,2,4609,303,38867,11730,121,182,128,188,91
2679,2,5109,307,39629,12784,123,184,125,170,92
2680,5,2344,151,19325,6289,61,90,60,88,18
2681,4,1422,116,14703,5434,44,72,46,88,18
2682,3,5322,361,46943,14895,142,219,150,230,73
2683,4,6085,395,50912,18156,155,240,155,244,60
2684,6,1927,116,15216,3678,50,66,49,58,11
2685,2,4025,248,32171,9586,100,148,104,140,74
2686,3,5225,383,48366,18311,164,219,133,236,73
2687,4,10825,646,83391,28374,258,388,257,352,97
2688,7,12342,745,95303,32831,297,448,294,422,64
2689,7,19029,1116,143249,47509,451,665,447,588,95
2690,4,3899,244,31728,11080,96,148,97,146,37
2691,6,2307,124,16122,5036,46,78,54,64,13
2692,9,6528,466,59731,19140,187,279,189,306,31
2693,2,3554,235,30654,9105,95,140,98,142,70
2694,9,17571,1091,140645,48878,434,657,431,632,73
2695,7,16079,1026,134104,38186,403,623,445,626,89
2696,7,10373,629,81588,26290,258,371,251,340,53
2697,3,4981,377,47704,19299,158,219,129,248,73
2698,1,209,11,1411,589,4,7,4,6,7
2699,2,2156,146,18864,6686,58,88,57,92,44
2700,6,2434,169,21695,8569,67,102,62,108,17
2701,7,16408,1071,138567,47935,427,644,420,648,92
2702,4,5056,363,46441,16398,147,216,139,230,54
2703,6,12936,846,109061,35440,336,510,343,518,85
2704,1,696,50,6481,1956,19,31,22,34,31
2705,3,5960,354,45958,13088,141,213,152,194,71
2706,7,6368,407,52527,18518,169,238,153,224,34
2707,2,3072,193,25156,7934,77,116,80,118,58
2708,7,4830,362,46517,15235,145,217,146,244,31
2709,9,8010,503,64768,21463,206,297,198,286,33
2710,1,439,24,3061,789,11,13,9,10,13
2711,2,3932,274,35607,11932,110,164,109,172,82
2712,1,1034,74,9986,2459,28,46,35,52,46
2713,3,4780,276,36013,13121,114,162,102,138,54
2714,5,5809,377,48854,15206,152,225,155,222,45
2715,1,1558,104,13320,4478,43,61,40,60,61
2716,8,14455,967,123906,37514,399,568,394,574,71
2717,7,8952,631,81623,26521,253,378,254,408,54
2718,6,5732,398,51559,16117,164,234,159,244,39
2719,9,12305,809,104487,28697,323,486,352,494,54
2720,4,8219,563,73918,22465,219,344,241,364,86
2721,2,3882,239,31415,10217,93,146,99,138,73
2722,6,4968,298,38291,12976,118,180,119,172,30
2723,6,13570,906,115935,39753,378,528,344,528,88
2724,3,952,65,8571,2788,23,42,29,48,14
2725,9,13170,845,108873,40471,341,504,318,500,56
2726,2,208,16,2258,189,6,10,9,12,5
2727,4,2389,140,18309,5654,56,84,58,76,21
2728,2,871,60,7656,3111,26,34,20,34,17
2729,3,6763,446,59209,18621,167,279,194,298,93
2730,7,1716,107,14160,4163,44,63,44,60,9
2731,7,8639,529,68426,23524,214,315,206,296,45
2732,2,5349,314,40634,11047,122,192,140,178,96
2733,3,6802,451,58301,18992,175,276,188,292,92
2734,9,9248,711,93779,28975,279,432,301,504,48
2735,3,7149,489,62597,23872,201,288,177,294,96
2736,9,8867,610,79554,25509,250,360,242,372,40
2737,9,9555,643,83286,28253,256,387,258,404,43
2738,3,6214,396,50407,19001,165,231,143,220,77
2739,7,17135,1150,147747,50242,464,686,453,696,98
2740,4,786,55,7046,1620,23,32,24,34,8
2741,6,7805,445,57358,20627,175,270,175,240,45
2742,3,3256,216,27806,11603,90,126,73,126,42
2743,5,8030,502,64339,24755,207,295,179,284,59
2744,1,151,12,1635,483,4,8,6,10,8
2745,8,1894,133,17256,5665,53,80,54,86,10
2746,7,1279,81,10301,4195,32,49,29,50,7
2747,5,7536,521,66707,22993,221,300,193,306,60
2748,2,1591,98,13243,3563,36,62,46,62,31
2749,6,12082,762,98371,32044,312,450,301,436,75
2750,4,2966,173,22330,7600,69,104,68,92,26
2751,1,108,7,882,399,3,4,2,4,4
2752,2,2568,168,21416,6971,68,100,67,102,50
2753,9,18999,1176,151849,53475,474,702,453,666,78
2754,7,8358,590,75994,24928,233,357,241,390,51
2755,6,11445,735,95484,31821,285,450,302,454,75
2756,9,3352,233,29852,10773,98,135,85,138,15
2757,9,19332,1281,166309,51467,516,765,525,786,85
2758,6,9593,594,77459,26528,234,360,238,344,60
2759,8,2548,156,20065,5571,60,96,69,92,12
2760,1,977,68,9053,2186,25,43,33,48,43
2761,7,13090,814,104708,35312,324,490,327,472,70
2762,5,12094,749,97425,34404,294,455,299,442,91
2763,2,2841,159,20842,6929,65,94,62,78,47
2764,4,4815,355,46387,16821,139,216,139,246,54
2765,6,9121,675,86007,32116,279,396,248,440,66
2766,2,4513,297,37886,12687,119,178,119,182,89
2767,3,3533,215,27464,11229,86,129,77,118,43
2768,2,1707,100,13502,3438,38,62,47,58,31
2769,1,1074,69,8602,3353,30,39,23,36,39
2770,4,8782,619,78851,28772,251,368,232,392,92
2771,2,2968,200,26029,8400,78,122,82,130,61
2772,5,10702,731,94895,31309,291,440,297,464,88
2773,2,1457,109,14094,4887,45,64,42,70,32
2774,9,22268,1434,185661,63869,570,864,568,868,96
2775,9,9460,609,79107,28318,240,369,239,374,41
2776,2,43,4,538,0,2,2,2,2,1
2777,2,1006,71,9289,2996,27,44,30,48,22
2778,8,3122,178,23099,7717,74,104,68,84,13
2779,1,1996,152,19448,6750,58,94,62,110,94
2780,8,10823,718,93115,29780,286,432,293,438,54
2781,1,744,57,7596,2174,22,35,25,42,35
2782,4,882,54,6822,2533,22,32,20,30,8
2783,2,4763,264,35306,10975,100,164,114,146,82
2784,6,12905,924,118642,39746,372,552,366,608,92
2785,5,598,41,5328,1923,16,25,16,26,5
2786,3,1096,61,7805,2838,25,36,23,28,12
2787,4,9225,556,72544,23881,212,344,234,332,86
2788,2,5591,311,39712,13689,123,188,124,158,94
2789,2,3794,225,29466,8221,83,142,103,138,71
2790,6,4720,316,41125,14177,124,192,126,198,32
2791,1,1456,97,12601,5330,37,60,36,64,60
2792,3,6645,459,59872,19685,183,276,185,292,92
2793,9,8643,540,70087,24765,216,324,210,312,36
2794,8,2423,162,20945,6351,66,96,66,98,12
2795,7,13771,863,111362,41147,345,518,328,502,74
2796,6,2218,190,24702,7610,76,114,79,140,19
2797,1,784,54,6975,1712,22,32,24,32,32
2798,8,4838,314,40895,14173,122,192,126,196,24
2799,7,1523,106,13656,4856,43,63,41,68,9
2800,7,15151,965,124487,43440,384,581,380,572,83
2801,6,6668,409,52819,17574,169,240,159,224,40
2802,3,4974,367,46699,18071,151,216,132,240,72
2803,8,5853,356,46534,14086,140,216,150,208,27
2804,7,12394,780,101340,32632,304,476,324,464,68
2805,2,2065,138,17313,6221,56,82,52,82,41
2806,4,1875,140,18315,5889,56,84,57,96,21
2807,1,2539,134,17821,4583,50,84,63,72,84
2808,5,5258,331,42356,15828,136,195,121,186,39
2809,5,11853,798,102504,36273,323,475,306,488,95
2810,9,3472,227,29459,9596,92,135,90,136,15
2811,2,2258,113,15404,2860,41,72,59,58,36
2812,9,13042,821,106089,35181,326,495,331,486,55
2813,2,1811,125,16108,4153,51,74,54,76,37
2814,8,9980,599,77368,23622,239,360,249,336,45
2815,6,1444,100,12983,4728,40,60,39,66,10
2816,6,6436,448,57405,19218,184,264,174,274,44
2817,1,1082,71,9245,3417,27,44,28,46,44
2818,7,9027,520,68715,20384,198,322,229,298,46
2819,4,4207,297,38083,13771,125,172,109,182,43
2820,5,4189,260,33862,11836,100,160,105,158,32
2821,2,1139,81,10361,3805,33,48,30,52,24
2822,1,1306,71,9121,3436,29,42,26,36,42
2823,6,12008,824,105103,37583,338,486,311,506,81
2824,4,6404,373,48767,15663,145,228,156,208,57
2825,3,2438,141,18688,6569,48,93,63,96,31
2826,5,7277,467,60651,21488,182,285,186,290,57
2827,7,4367,242,31812,9409,88,154,110,140,22
2828,7,9252,618,80244,25995,247,371,249,378,53
2829,9,12594,773,100437,33486,305,468,314,448,52
2830,8,8623,563,72652,25201,227,336,220,338,42
2831,1,1154,75,9973,3122,29,46,32,48,46
2832,5,6326,397,51570,15135,157,240,169,234,48
2833,6,12559,826,107647,34266,328,498,339,510,83
2834,9,4675,281,36808,12761,110,171,113,158,19
2835,6,4689,292,37860,13353,118,174,113,168,29
2836,4,952,68,9095,2806,28,40,28,44,10
2837,7,14525,853,110259,40357,342,511,325,456,73
2838,6,551,55,6816,2513,25,30,18,38,5
2839,5,8759,588,75460,25224,243,345,226,352,69
2840,3,5424,347,44788,12288,137,210,152,206,70
2841,3,6652,420,54068,16977,168,252,172,244,84
2842,9,9038,520,67577,19761,205,315,223,280,35
2843,1,2246,137,17105,7148,59,78,44,68,78
2844,1,1954,115,14638,4048,45,70,51,64,70
2845,6,12885,841,108516,36486,337,504,334,506,84
2846,8,5922,329,42538,15326,129,200,129,170,25
2847,5,9680,668,86194,30345,273,395,255,418,79
2848,1,2231,147,18688,6171,61,86,57,86,86
2849,5,1902,124,15734,5007,49,75,51,74,15
2850,6,443,30,4074,1114,12,18,13,18,3
2851,6,10198,635,82694,26780,251,384,260,376,64
2852,3,2124,119,15561,4384,47,72,52,62,24
2853,4,5892,398,51565,16888,154,244,165,260,61
2854,1,2187,146,19253,6412,56,90,60,96,90
2855,4,2027,145,18301,5770,61,84,57,86,21
2856,8,22039,1329,171259,55281,537,792,534,732,99
2857,9,4417,280,36790,11491,109,171,118,170,19
2858,3,4080,258,33777,10828,102,156,107,152,52
2859,1,1777,110,13835,4963,45,65,42,58,65
2860,9,13219,858,110467,38361,336,522,343,528,58
2861,8,13183,882,112695,37804,354,528,351,542,66
2862,5,6395,392,50866,18165,157,235,152,218,47
2863,2,5779,312,40494,12508,122,190,132,158,95
2864,8,3180,185,24121,7519,73,112,78,100,14
2865,1,2366,159,21280,7033,62,97,65,102,97
2866,7,12966,844,107124,39557,354,490,307,476,70
2867,3,3959,285,36686,10512,114,171,122,186,57
2868,1,1683,99,13102,4234,37,62,43,56,62
2869,9,3716,253,32624,11456,100,153,101,160,17
2870,9,14356,900,117790,38990,351,549,369,538,61
2871,5,2003,138,17829,6498,53,85,55,94,17
2872,6,12216,789,101819,31887,321,468,319,464,78
2873,7,9907,662,85255,29191,263,399,264,418,57
2874,2,495,42,5215,1651,18,24,16,28,12
2875,9,15038,944,122044,39616,377,567,384,550,63
2876,1,0,9,1238,0,3,6,6,12,6
2877,2,2781,162,21351,6885,64,98,66,90,49
2878,8,10510,721,91939,32174,297,424,275,438,53
2879,4,9123,593,76738,25972,241,352,233,348,88
2880,9,9752,651,84204,29756,264,387,250,392,43
2881,5,327,32,4158,820,12,20,16,28,4
2882,2,4673,337,43286,15842,139,198,125,212,99
2883,6,675,39,5207,1735,15,24,16,22,4
2884,9,9792,634,81970,26006,256,378,257,374,42
2885,1,2133,155,20227,6558,61,94,64,104,94
2886,1,1483,104,14400,2922,37,67,54,76,67
2887,7,17138,1105,141937,48844,440,665,438,672,95
2888,9,15930,1028,134027,44364,407,621,416,626,69
2889,5,8754,565,72199,27017,230,335,209,326,67
2890,7,2392,163,20783,7582,65,98,62,104,14
2891,8,1329,94,12146,2733,38,56,43,60,7
2892,4,4057,260,33414,11513,108,152,98,148,38
2893,5,10240,583,75820,24177,233,350,238,306,70
2894,2,3877,254,32933,10953,102,152,101,152,76
2895,9,8035,471,61634,20112,183,288,195,268,32
2896,6,3169,196,24648,9567,82,114,70,108,19
2897,5,12170,758,98167,34260,298,460,300,452,92
2898,9,16281,1031,133785,39156,401,630,449,626,70
2899,8,5956,386,50086,16284,154,232,156,236,29
2900,8,10129,584,75731,26239,232,352,230,314,44
2901,4,5505,362,47080,14477,142,220,152,226,55
2902,6,8831,613,79564,23939,241,372,261,404,62
2903,3,5233,320,40927,13815,131,189,125,168,63
2904,1,2427,160,20408,5319,67,93,68,92,93
2905,6,13601,860,111707,35701,344,516,350,504,86
2906,9,19306,1175,152020,47813,464,711,487,674,79
2907,2,3325,217,27516,10345,85,132,84,136,66
2908,3,1513,90,11883,4173,33,57,38,56,19
2909,6,11469,683,88137,28083,275,408,277,374,68
2910,8,18301,1150,147334,48642,462,688,461,662,86
2911,7,4188,283,36072,13033,115,168,108,176,24
2912,7,3017,221,28840,8652,88,133,93,146,19
2913,4,10281,660,85572,26362,264,396,273,392,99
2914,1,684,35,4369,1904,15,20,11,14,20
2915,1,1371,77,9736,4289,30,47,27,42,47
2916,8,6964,430,54789,21654,182,248,148,226,31
2917,8,8344,536,68883,21061,208,328,229,330,41
2918,8,18812,1279,165013,57985,519,760,493,790,95
2919,1,1992,151,19967,5750,60,91,65,104,91
2920,4,5949,381,48944,17946,165,216,133,204,54
2921,2,3993,258,32604,11132,108,150,98,142,75
2922,8,16155,1039,134691,44732,415,624,417,622,78
2923,8,20284,1254,162119,53702,510,744,497,698,93
2924,6,1765,143,18660,6151,59,84,56,98,14
2925,1,1394,99,12728,4057,39,60,41,66,60
2926,7,11811,749,95616,33859,308,441,285,428,63
2927,2,4477,309,39873,12803,125,184,125,194,92
2928,4,3817,241,30927,10553,105,136,88,126,34
2929,4,9984,654,83622,31108,270,384,238,382,96
2930,1,2481,152,20286,6600,59,93,63,90,93
2931,2,436,31,4205,1083,11,20,15,24,10
2932,5,7342,477,61632,22487,192,285,182,282,57
2933,4,10366,669,85817,35187,273,396,234,390,99
2934,4,1269,89,11581,2690,37,52,40,56,13
2935,9,20923,1225,159532,53243,478,747,501,678,83
2936,7,16705,1017,131436,42318,408,609,413,568,87
2937,5,2444,166,20979,7451,71,95,60,96,19
2938,1,58,2,263,0,1,1,1,0,1
2939,2,692,41,5538,1083,15,26,21,24,13
2940,3,4568,297,38748,14779,117,180,112,182,60
2941,2,453,38,4758,2154,18,20,10,22,10
2942,8,7502,468,60381,21708,188,280,179,270,35
2943,4,590,33,4221,1283,13,20,14,18,5
2944,5,11596,781,101211,32581,311,470,319,486,94
2945,1,1237,74,9758,4111,27,47,28,46,47
2946,5,6585,411,53458,17936,166,245,163,232,49
2947,4,5615,379,48965,14706,147,232,163,246,58
2948,2,2543,161,20968,6289,63,98,68,96,49
2949,8,17917,1166,150503,50684,462,704,470,708,88
2950,1,1024,66,8762,2143,25,41,31,42,41
2951,2,992,62,8069,2638,24,38,26,38,19
2952,2,4685,302,38829,13803,120,182,117,178,91
2953,8,10786,706,91918,28332,282,424,293,432,53
2954,3,2984,178,22904,8925,73,105,64,94,35
2955,8,11845,792,102055,34880,320,472,311,488,59
2956,9,20336,1337,172804,55351,536,801,542,824,89
2957,3,652,47,6190,1651,17,30,22,34,10
2958,6,8195,502,65099,20405,196,306,212,292,51
